P54317	GO:0043005
Q17RR3	GO:0004806
Q17RR3	GO:0016298
Q17RR3	GO:0016042
Q17RR3	GO:0005615
Q53H76	GO:0016298
Q53H76	GO:0052739
Q53H76	GO:0006629
Q53H76	GO:0006658
Q53H76	GO:0016042
Q53H76	GO:0036150
Q53H76	GO:0005615
Q53H76	GO:0005576
Q6XZB0	GO:0004465
Q6XZB0	GO:0004620
Q6XZB0	GO:0004620
Q6XZB0	GO:0004620
Q6XZB0	GO:0008201
Q6XZB0	GO:0016298
Q6XZB0	GO:0006633
Q6XZB0	GO:0006654
Q6XZB0	GO:0016042
Q6XZB0	GO:0016042
Q6XZB0	GO:0019433
Q6XZB0	GO:0005615
Q6XZB0	GO:0005886
Q8WWY8	GO:0004465
Q8WWY8	GO:0004620
Q8WWY8	GO:0004620
Q8WWY8	GO:0004620
Q8WWY8	GO:0008201
Q8WWY8	GO:0016298
Q8WWY8	GO:0006633
Q8WWY8	GO:0006654
Q8WWY8	GO:0016042
Q8WWY8	GO:0016042
Q8WWY8	GO:0019433
Q8WWY8	GO:0005615
Q8WWY8	GO:0005615
Q8WWY8	GO:0005886
Q8WWY8	GO:0005886
Q9Y5X9	GO:0004465
Q9Y5X9	GO:0004620
Q9Y5X9	GO:0004620
Q9Y5X9	GO:0004806
Q9Y5X9	GO:0008970
Q9Y5X9	GO:0008970
Q9Y5X9	GO:0016298
Q9Y5X9	GO:0006629
Q9Y5X9	GO:0006629
Q9Y5X9	GO:0006633
Q9Y5X9	GO:0009395
Q9Y5X9	GO:0010983
Q9Y5X9	GO:0016042
Q9Y5X9	GO:0019433
Q9Y5X9	GO:0032376
Q9Y5X9	GO:0034375
Q9Y5X9	GO:0042632
Q9Y5X9	GO:0043691
Q9Y5X9	GO:0055091
Q9Y5X9	GO:0005615
Q9Y5X9	GO:0005576
Q9Y5X9	GO:0005615
Q9Y5X9	GO:0005769
Q9Y5X9	GO:0005794
Q9Y5X9	GO:0009986
